#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HMMR	KIF14	9606.ENSP00000377492	9606.ENSP00000356319	0	0	0	0	0.786	0	0	0.343	0.853
HMMR	ASPM	9606.ENSP00000377492	9606.ENSP00000356379	0	0	0	0	0.809	0.043	0	0.640	0.928
HMMR	CEP55	9606.ENSP00000377492	9606.ENSP00000360540	0	0	0	0	0.873	0	0	0.443	0.926
HMMR	KIF4A	9606.ENSP00000377492	9606.ENSP00000363524	0	0	0	0	0.797	0.091	0	0.388	0.877
HMMR	BRCA2	9606.ENSP00000377492	9606.ENSP00000369497	0	0	0	0	0.256	0	0	0.909	0.929
HMMR	HJURP	9606.ENSP00000377492	9606.ENSP00000414109	0	0	0	0	0.780	0	0	0.471	0.878
HMMR	PBK	9606.ENSP00000377492	9606.ENSP00000428489	0	0	0	0	0.804	0.095	0	0.448	0.893
HMMR	NUSAP1	9606.ENSP00000377492	9606.ENSP00000499238	0	0	0	0	0.797	0	0	0.511	0.896
HMMR	TOP2A	9606.ENSP00000377492	9606.ENSP00000411532	0	0	0	0	0.798	0.046	0	0.534	0.902
HMMR	KIF20A	9606.ENSP00000377492	9606.ENSP00000378356	0	0	0	0	0.819	0.045	0	0.519	0.909
HMMR	CDK1	9606.ENSP00000377492	9606.ENSP00000378699	0	0	0	0	0.829	0.094	0	0.590	0.931
HMMR	CD44	9606.ENSP00000377492	9606.ENSP00000398632	0	0	0	0	0	0	0.500	0.991	0.995
HSPG2	ELN	9606.ENSP00000363827	9606.ENSP00000351807	0	0	0	0	0.222	0	0	0.766	0.810
HSPG2	COL18A1	9606.ENSP00000363827	9606.ENSP00000352798	0	0	0	0	0.202	0.099	0	0.865	0.894
HSPG2	CD44	9606.ENSP00000363827	9606.ENSP00000398632	0	0	0	0	0.044	0	0	0.802	0.802
IBSP	COL1A1	9606.ENSP00000226284	9606.ENSP00000225964	0	0	0	0	0.063	0.045	0	0.705	0.713
IGF2BP3	KIF20A	9606.ENSP00000258729	9606.ENSP00000378356	0	0	0	0	0.189	0.292	0	0.542	0.714
IGFBP2	EGFR	9606.ENSP00000233809	9606.ENSP00000275493	0	0	0	0	0	0.292	0	0.657	0.746
IGFBP2	IGFBP3	9606.ENSP00000233809	9606.ENSP00000370473	0	0	0	0.768	0.072	0	0	0.831	0.836
IGFBP3	COL1A1	9606.ENSP00000370473	9606.ENSP00000225964	0	0	0	0	0.198	0.292	0	0.596	0.750
IGFBP3	IGFBP2	9606.ENSP00000370473	9606.ENSP00000233809	0	0	0	0.768	0.072	0	0	0.831	0.836
IGFBP3	EGFR	9606.ENSP00000370473	9606.ENSP00000275493	0	0	0	0	0.169	0.292	0	0.971	0.981
IGFBP3	CD44	9606.ENSP00000370473	9606.ENSP00000398632	0	0	0	0	0.073	0.480	0	0.502	0.739
KIF14	NCAPG	9606.ENSP00000356319	9606.ENSP00000251496	0	0	0	0	0.787	0	0	0.660	0.924
KIF14	NDC80	9606.ENSP00000356319	9606.ENSP00000261597	0	0	0	0	0.667	0.092	0	0.198	0.736
KIF14	MELK	9606.ENSP00000356319	9606.ENSP00000298048	0	0	0	0	0.782	0	0	0.357	0.854
KIF14	BIRC5	9606.ENSP00000356319	9606.ENSP00000301633	0	0	0	0	0.513	0.292	0	0.311	0.741
KIF14	CDCA2	9606.ENSP00000356319	9606.ENSP00000328228	0	0	0	0	0.663	0	0	0.300	0.754
KIF14	FOXM1	9606.ENSP00000356319	9606.ENSP00000342307	0	0	0	0	0.670	0	0	0.276	0.751
KIF14	PBK	9606.ENSP00000356319	9606.ENSP00000428489	0	0	0	0	0.538	0.046	0	0.538	0.779
KIF14	HMMR	9606.ENSP00000356319	9606.ENSP00000377492	0	0	0	0	0.786	0	0	0.343	0.853
KIF14	CDK1	9606.ENSP00000356319	9606.ENSP00000378699	0	0	0	0	0.771	0.292	0	0.404	0.895
KIF14	NUSAP1	9606.ENSP00000356319	9606.ENSP00000499238	0	0	0	0	0.792	0.292	0	0.371	0.899
KIF14	KIF4A	9606.ENSP00000356319	9606.ENSP00000363524	0	0	0	0.614	0.726	0.307	0	0.619	0.921
KIF14	TOP2A	9606.ENSP00000356319	9606.ENSP00000411532	0	0	0	0	0.786	0.292	0	0.557	0.927
KIF14	HJURP	9606.ENSP00000356319	9606.ENSP00000414109	0	0	0	0	0.790	0.292	0	0.552	0.927
KIF14	CEP55	9606.ENSP00000356319	9606.ENSP00000360540	0	0	0	0	0.800	0.292	0	0.630	0.943
KIF14	ASPM	9606.ENSP00000356319	9606.ENSP00000356379	0	0	0	0	0.876	0.292	0	0.617	0.963
KIF14	KIF20A	9606.ENSP00000356319	9606.ENSP00000378356	0	0	0	0.574	0.783	0.314	0.540	0.654	0.973
KIF20A	NCAPG	9606.ENSP00000378356	9606.ENSP00000251496	0	0	0	0	0.844	0	0	0.745	0.958
KIF20A	IGF2BP3	9606.ENSP00000378356	9606.ENSP00000258729	0	0	0	0	0.189	0.292	0	0.542	0.714
KIF20A	NDC80	9606.ENSP00000378356	9606.ENSP00000261597	0	0	0	0	0.855	0	0	0.314	0.896
KIF20A	CCNB2	9606.ENSP00000378356	9606.ENSP00000288207	0	0	0	0	0.842	0	0	0.624	0.938
KIF20A	MELK	9606.ENSP00000378356	9606.ENSP00000298048	0	0	0	0	0.842	0	0	0.571	0.929
KIF20A	BIRC5	9606.ENSP00000378356	9606.ENSP00000301633	0	0	0	0	0.903	0.053	0	0.732	0.973
KIF20A	TACC3	9606.ENSP00000378356	9606.ENSP00000326550	0	0	0	0	0.683	0.046	0	0.351	0.787
KIF20A	CDCA2	9606.ENSP00000378356	9606.ENSP00000328228	0	0	0	0	0.801	0	0	0.512	0.899
KIF20A	FOXM1	9606.ENSP00000378356	9606.ENSP00000342307	0	0	0	0	0.802	0	0	0.731	0.944
KIF20A	RRM2	9606.ENSP00000378356	9606.ENSP00000353770	0	0	0	0	0.814	0	0	0.665	0.935
KIF20A	KIF14	9606.ENSP00000378356	9606.ENSP00000356319	0	0	0	0.574	0.783	0.314	0.540	0.654	0.973
KIF20A	ASPM	9606.ENSP00000378356	9606.ENSP00000356379	0	0	0	0	0.900	0.048	0	0.765	0.975
KIF20A	CEP55	9606.ENSP00000378356	9606.ENSP00000360540	0	0	0	0	0.833	0.053	0	0.782	0.962
KIF20A	KIF4A	9606.ENSP00000378356	9606.ENSP00000363524	0	0	0	0.581	0.922	0.067	0.400	0.854	0.992
KIF20A	HMMR	9606.ENSP00000378356	9606.ENSP00000377492	0	0	0	0	0.819	0.045	0	0.519	0.909
KIF20A	UHRF1	9606.ENSP00000378356	9606.ENSP00000479617	0	0	0	0	0.557	0.051	0	0.484	0.764
KIF20A	HJURP	9606.ENSP00000378356	9606.ENSP00000414109	0	0	0	0	0.858	0	0	0.561	0.935
KIF20A	PBK	9606.ENSP00000378356	9606.ENSP00000428489	0	0	0	0	0.843	0.049	0	0.725	0.955
KIF20A	NUSAP1	9606.ENSP00000378356	9606.ENSP00000499238	0	0	0	0	0.839	0.292	0	0.645	0.956
KIF20A	CDK1	9606.ENSP00000378356	9606.ENSP00000378699	0	0	0	0	0.849	0	0	0.737	0.958
KIF20A	TOP2A	9606.ENSP00000378356	9606.ENSP00000411532	0	0	0	0	0.866	0.292	0	0.750	0.974
KIF4A	NCAPG	9606.ENSP00000363524	9606.ENSP00000251496	0	0	0	0	0.843	0	0	0.599	0.934
KIF4A	NDC80	9606.ENSP00000363524	9606.ENSP00000261597	0	0	0	0	0.740	0	0	0.338	0.821
KIF4A	CCNB2	9606.ENSP00000363524	9606.ENSP00000288207	0	0	0	0	0.724	0	0	0.529	0.864
KIF4A	MELK	9606.ENSP00000363524	9606.ENSP00000298048	0	0	0	0	0.863	0	0	0.750	0.964
KIF4A	BIRC5	9606.ENSP00000363524	9606.ENSP00000301633	0	0	0	0	0.853	0	0	0.516	0.925
KIF4A	CDCA2	9606.ENSP00000363524	9606.ENSP00000328228	0	0	0	0	0.809	0	0	0.664	0.933
KIF4A	FOXM1	9606.ENSP00000363524	9606.ENSP00000342307	0	0	0	0	0.835	0	0	0.400	0.897
KIF4A	RRM2	9606.ENSP00000363524	9606.ENSP00000353770	0	0	0	0	0.804	0	0	0.642	0.927
KIF4A	KIF14	9606.ENSP00000363524	9606.ENSP00000356319	0	0	0	0.614	0.726	0.307	0	0.619	0.921
KIF4A	ASPM	9606.ENSP00000363524	9606.ENSP00000356379	0	0	0	0	0.900	0	0	0.536	0.952
KIF4A	CEP55	9606.ENSP00000363524	9606.ENSP00000360540	0	0	0	0	0.814	0	0	0.748	0.951
KIF4A	BRCA2	9606.ENSP00000363524	9606.ENSP00000369497	0	0	0	0	0.238	0.292	0	0.532	0.725
KIF4A	HMMR	9606.ENSP00000363524	9606.ENSP00000377492	0	0	0	0	0.797	0.091	0	0.388	0.877
KIF4A	CDK1	9606.ENSP00000363524	9606.ENSP00000378699	0	0	0	0	0.820	0	0	0.527	0.911
KIF4A	TOP2A	9606.ENSP00000363524	9606.ENSP00000411532	0	0	0	0	0.825	0	0	0.537	0.915
KIF4A	HJURP	9606.ENSP00000363524	9606.ENSP00000414109	0	0	0	0	0.802	0	0	0.605	0.918
KIF4A	NUSAP1	9606.ENSP00000363524	9606.ENSP00000499238	0	0	0	0	0.826	0	0	0.581	0.924
KIF4A	PBK	9606.ENSP00000363524	9606.ENSP00000428489	0	0	0	0	0.840	0	0	0.629	0.938
KIF4A	KIF20A	9606.ENSP00000363524	9606.ENSP00000378356	0	0	0	0.581	0.922	0.067	0.400	0.854	0.992
LOX	COL1A1	9606.ENSP00000231004	9606.ENSP00000225964	0	0	0	0	0.364	0.270	0	0.621	0.808
LOX	EGFR	9606.ENSP00000231004	9606.ENSP00000275493	0	0	0	0	0.138	0.075	0	0.665	0.710
LOX	COL1A2	9606.ENSP00000231004	9606.ENSP00000297268	0	0	0	0	0.361	0.270	0	0.582	0.788
LOX	COL3A1	9606.ENSP00000231004	9606.ENSP00000304408	0	0	0	0	0.276	0.270	0	0.727	0.843
LOX	ELN	9606.ENSP00000231004	9606.ENSP00000351807	0	0	0	0	0.110	0.737	0.400	0.952	0.992
LPL	CD44	9606.ENSP00000497642	9606.ENSP00000398632	0	0	0	0	0	0	0	0.700	0.700
MELK	NCAPG	9606.ENSP00000298048	9606.ENSP00000251496	0	0	0	0	0.850	0	0	0.590	0.936
MELK	NDC80	9606.ENSP00000298048	9606.ENSP00000261597	0	0	0	0	0.907	0	0	0.325	0.935
MELK	CCNB2	9606.ENSP00000298048	9606.ENSP00000288207	0	0	0	0	0.852	0.126	0	0.822	0.975
MELK	TACC3	9606.ENSP00000298048	9606.ENSP00000326550	0	0	0	0	0.646	0.131	0	0.166	0.721
MELK	KIF14	9606.ENSP00000298048	9606.ENSP00000356319	0	0	0	0	0.782	0	0	0.357	0.854
MELK	HMMR	9606.ENSP00000298048	9606.ENSP00000377492	0	0	0	0	0.804	0.065	0	0.421	0.884
MELK	CDK1	9606.ENSP00000298048	9606.ENSP00000378699	0	0	0.091	0.704	0.868	0.095	0	0.205	0.902
MELK	HJURP	9606.ENSP00000298048	9606.ENSP00000414109	0	0	0	0	0.798	0	0	0.639	0.924
MELK	KIF20A	9606.ENSP00000298048	9606.ENSP00000378356	0	0	0	0	0.842	0	0	0.571	0.929
MELK	NUSAP1	9606.ENSP00000298048	9606.ENSP00000499238	0	0	0	0	0.841	0	0	0.580	0.930
MELK	RRM2	9606.ENSP00000298048	9606.ENSP00000353770	0	0	0	0	0.811	0.060	0	0.656	0.933
MELK	ASPM	9606.ENSP00000298048	9606.ENSP00000356379	0	0	0	0	0.818	0	0	0.715	0.946
MELK	TOP2A	9606.ENSP00000298048	9606.ENSP00000411532	0	0	0	0	0.835	0	0	0.740	0.955
MELK	CEP55	9606.ENSP00000298048	9606.ENSP00000360540	0	0	0	0	0.830	0	0	0.751	0.956
MELK	PBK	9606.ENSP00000298048	9606.ENSP00000428489	0	0	0	0	0.903	0.095	0	0.612	0.963
MELK	KIF4A	9606.ENSP00000298048	9606.ENSP00000363524	0	0	0	0	0.863	0	0	0.750	0.964
MELK	BIRC5	9606.ENSP00000298048	9606.ENSP00000301633	0	0	0	0	0.885	0.091	0	0.697	0.965
MELK	FOXM1	9606.ENSP00000298048	9606.ENSP00000342307	0	0	0	0	0.791	0.071	0	0.874	0.973
NCAPG	FOXM1	9606.ENSP00000251496	9606.ENSP00000342307	0	0	0	0	0.658	0.070	0	0.597	0.860
NCAPG	CDCA2	9606.ENSP00000251496	9606.ENSP00000328228	0	0	0	0	0.794	0	0	0.350	0.860
NCAPG	BIRC5	9606.ENSP00000251496	9606.ENSP00000301633	0	0	0	0	0.685	0.100	0	0.597	0.876
NCAPG	HJURP	9606.ENSP00000251496	9606.ENSP00000414109	0	0	0	0	0.784	0	0	0.477	0.882
NCAPG	RRM2	9606.ENSP00000251496	9606.ENSP00000353770	0	0	0	0	0.802	0	0	0.475	0.892
NCAPG	CEP55	9606.ENSP00000251496	9606.ENSP00000360540	0	0	0	0	0.825	0	0	0.447	0.899
NCAPG	HMMR	9606.ENSP00000251496	9606.ENSP00000377492	0	0	0	0	0.817	0	0	0.523	0.909
NCAPG	PBK	9606.ENSP00000251496	9606.ENSP00000428489	0	0	0	0	0.846	0	0	0.507	0.920
NCAPG	KIF14	9606.ENSP00000251496	9606.ENSP00000356319	0	0	0	0	0.787	0	0	0.660	0.924
NCAPG	NUSAP1	9606.ENSP00000251496	9606.ENSP00000499238	0	0	0	0	0.840	0	0	0.590	0.931
NCAPG	KIF4A	9606.ENSP00000251496	9606.ENSP00000363524	0	0	0	0	0.843	0	0	0.599	0.934
NCAPG	MELK	9606.ENSP00000251496	9606.ENSP00000298048	0	0	0	0	0.850	0	0	0.590	0.936
NCAPG	NDC80	9606.ENSP00000251496	9606.ENSP00000261597	0	0	0	0	0.935	0	0	0.245	0.949
NCAPG	KIF20A	9606.ENSP00000251496	9606.ENSP00000378356	0	0	0	0	0.844	0	0	0.745	0.958
NCAPG	TOP2A	9606.ENSP00000251496	9606.ENSP00000411532	0	0	0	0	0.850	0.088	0	0.780	0.967
NCAPG	CCNB2	9606.ENSP00000251496	9606.ENSP00000288207	0	0	0	0	0.823	0	0.400	0.742	0.970
NCAPG	ASPM	9606.ENSP00000251496	9606.ENSP00000356379	0	0	0	0	0.910	0	0	0.702	0.972
NCAPG	CDK1	9606.ENSP00000251496	9606.ENSP00000378699	0	0	0	0	0.866	0.292	0.400	0.708	0.981
NDC80	NCAPG	9606.ENSP00000261597	9606.ENSP00000251496	0	0	0	0	0.935	0	0	0.245	0.949
NDC80	CENPK	9606.ENSP00000261597	9606.ENSP00000379911	0	0	0	0	0.552	0	0	0.429	0.733
NDC80	KIF14	9606.ENSP00000261597	9606.ENSP00000356319	0	0	0	0	0.667	0.092	0	0.198	0.736
NDC80	RRM2	9606.ENSP00000261597	9606.ENSP00000353770	0	0	0	0	0.684	0	0	0.229	0.745
NDC80	TACC3	9606.ENSP00000261597	9606.ENSP00000326550	0	0	0	0	0.677	0.068	0	0.248	0.754
NDC80	KIF4A	9606.ENSP00000261597	9606.ENSP00000363524	0	0	0	0	0.740	0	0	0.338	0.821
NDC80	HMMR	9606.ENSP00000261597	9606.ENSP00000377492	0	0	0	0	0.797	0.173	0	0.094	0.835
NDC80	HJURP	9606.ENSP00000261597	9606.ENSP00000414109	0	0	0	0	0.807	0	0	0.336	0.866
NDC80	CCNB2	9606.ENSP00000261597	9606.ENSP00000288207	0	0	0	0	0.675	0.160	0.400	0.329	0.875
NDC80	TOP2A	9606.ENSP00000261597	9606.ENSP00000411532	0	0	0	0	0.833	0.094	0	0.245	0.876
NDC80	BIRC5	9606.ENSP00000261597	9606.ENSP00000301633	0	0	0	0	0.831	0	0	0.344	0.885
NDC80	KIF20A	9606.ENSP00000261597	9606.ENSP00000378356	0	0	0	0	0.855	0	0	0.314	0.896
NDC80	CEP55	9606.ENSP00000261597	9606.ENSP00000360540	0	0	0	0	0.840	0.126	0	0.432	0.914
NDC80	NUSAP1	9606.ENSP00000261597	9606.ENSP00000499238	0	0	0	0	0.891	0	0	0.281	0.918
NDC80	PBK	9606.ENSP00000261597	9606.ENSP00000428489	0	0	0	0	0.913	0	0	0.275	0.934
NDC80	MELK	9606.ENSP00000261597	9606.ENSP00000298048	0	0	0	0	0.907	0	0	0.325	0.935
NDC80	CDK1	9606.ENSP00000261597	9606.ENSP00000378699	0	0	0	0	0.862	0	0.400	0.524	0.957
NDC80	ASPM	9606.ENSP00000261597	9606.ENSP00000356379	0	0	0	0	0.959	0.160	0	0.170	0.969
NES	CD44	9606.ENSP00000357206	9606.ENSP00000398632	0	0	0	0	0.044	0	0	0.888	0.888
NUSAP1	NCAPG	9606.ENSP00000499238	9606.ENSP00000251496	0	0	0	0	0.840	0	0	0.590	0.931
NUSAP1	NDC80	9606.ENSP00000499238	9606.ENSP00000261597	0	0	0	0	0.891	0	0	0.281	0.918
NUSAP1	CCNB2	9606.ENSP00000499238	9606.ENSP00000288207	0	0	0	0	0.848	0	0	0.761	0.962
NUSAP1	MELK	9606.ENSP00000499238	9606.ENSP00000298048	0	0	0	0	0.841	0	0	0.580	0.930
NUSAP1	BIRC5	9606.ENSP00000499238	9606.ENSP00000301633	0	0	0	0	0.837	0	0	0.724	0.953
NUSAP1	FOXM1	9606.ENSP00000499238	9606.ENSP00000342307	0	0	0	0	0.632	0	0	0.433	0.782
NUSAP1	RRM2	9606.ENSP00000499238	9606.ENSP00000353770	0	0	0	0	0.815	0	0	0.747	0.951
NUSAP1	KIF14	9606.ENSP00000499238	9606.ENSP00000356319	0	0	0	0	0.792	0.292	0	0.371	0.899
NUSAP1	ASPM	9606.ENSP00000499238	9606.ENSP00000356379	0	0	0	0	0.852	0	0	0.611	0.940
NUSAP1	CEP55	9606.ENSP00000499238	9606.ENSP00000360540	0	0	0	0	0.839	0	0	0.584	0.930
NUSAP1	KIF4A	9606.ENSP00000499238	9606.ENSP00000363524	0	0	0	0	0.826	0	0	0.581	0.924
NUSAP1	HMMR	9606.ENSP00000499238	9606.ENSP00000377492	0	0	0	0	0.797	0	0	0.511	0.896
NUSAP1	KIF20A	9606.ENSP00000499238	9606.ENSP00000378356	0	0	0	0	0.839	0.292	0	0.645	0.956
NUSAP1	CDK1	9606.ENSP00000499238	9606.ENSP00000378699	0	0	0	0	0.856	0	0	0.641	0.946
NUSAP1	TOP2A	9606.ENSP00000499238	9606.ENSP00000411532	0	0	0	0	0.999	0	0	0.795	0.999
NUSAP1	HJURP	9606.ENSP00000499238	9606.ENSP00000414109	0	0	0	0	0.801	0	0	0.642	0.926
NUSAP1	PBK	9606.ENSP00000499238	9606.ENSP00000428489	0	0	0	0	0.892	0	0	0.591	0.954
PBK	NCAPG	9606.ENSP00000428489	9606.ENSP00000251496	0	0	0	0	0.846	0	0	0.507	0.920
PBK	NDC80	9606.ENSP00000428489	9606.ENSP00000261597	0	0	0	0	0.913	0	0	0.275	0.934
PBK	CCNB2	9606.ENSP00000428489	9606.ENSP00000288207	0	0	0	0	0.763	0.098	0	0.486	0.880
PBK	MELK	9606.ENSP00000428489	9606.ENSP00000298048	0	0	0	0	0.903	0.095	0	0.612	0.963
PBK	BIRC5	9606.ENSP00000428489	9606.ENSP00000301633	0	0	0	0	0.932	0.092	0	0.683	0.978
PBK	TACC3	9606.ENSP00000428489	9606.ENSP00000326550	0	0	0	0	0.522	0.084	0	0.424	0.726
PBK	CDCA2	9606.ENSP00000428489	9606.ENSP00000328228	0	0	0	0	0.804	0	0	0.317	0.860
PBK	FOXM1	9606.ENSP00000428489	9606.ENSP00000342307	0	0	0	0	0.548	0.094	0	0.652	0.845
PBK	RRM2	9606.ENSP00000428489	9606.ENSP00000353770	0	0	0	0	0.783	0	0	0.690	0.930
PBK	KIF14	9606.ENSP00000428489	9606.ENSP00000356319	0	0	0	0	0.538	0.046	0	0.538	0.779
PBK	ASPM	9606.ENSP00000428489	9606.ENSP00000356379	0	0	0	0	0.841	0.046	0	0.703	0.951
PBK	CEP55	9606.ENSP00000428489	9606.ENSP00000360540	0	0	0	0	0.842	0	0	0.740	0.957
PBK	KIF4A	9606.ENSP00000428489	9606.ENSP00000363524	0	0	0	0	0.840	0	0	0.629	0.938
PBK	HMMR	9606.ENSP00000428489	9606.ENSP00000377492	0	0	0	0	0.804	0.095	0	0.448	0.893
PBK	KIF20A	9606.ENSP00000428489	9606.ENSP00000378356	0	0	0	0	0.843	0.049	0	0.725	0.955
PBK	CDK1	9606.ENSP00000428489	9606.ENSP00000378699	0	0	0	0	0.905	0.334	0	0.831	0.988
PBK	CENPK	9606.ENSP00000428489	9606.ENSP00000379911	0	0	0	0	0.757	0.099	0	0.226	0.816
PBK	TOP2A	9606.ENSP00000428489	9606.ENSP00000411532	0	0	0	0	0.839	0	0	0.753	0.958
PBK	HJURP	9606.ENSP00000428489	9606.ENSP00000414109	0	0	0	0	0.791	0	0	0.523	0.896
PBK	UHRF1	9606.ENSP00000428489	9606.ENSP00000479617	0	0	0	0	0.526	0.045	0	0.508	0.758
PBK	NUSAP1	9606.ENSP00000428489	9606.ENSP00000499238	0	0	0	0	0.892	0	0	0.591	0.954
PHC2	BRCA2	9606.ENSP00000257118	9606.ENSP00000369497	0	0	0	0	0	0	0.720	0	0.720
PSMB8	UBD	9606.ENSP00000364016	9606.ENSP00000366249	0	0	0	0	0.231	0.132	0.500	0.550	0.830
RRM2	NCAPG	9606.ENSP00000353770	9606.ENSP00000251496	0	0	0	0	0.802	0	0	0.475	0.892
RRM2	NDC80	9606.ENSP00000353770	9606.ENSP00000261597	0	0	0	0	0.684	0	0	0.229	0.745
RRM2	CCNB2	9606.ENSP00000353770	9606.ENSP00000288207	0	0	0	0	0.566	0	0	0.808	0.913
RRM2	MELK	9606.ENSP00000353770	9606.ENSP00000298048	0	0	0	0	0.811	0.060	0	0.656	0.933
RRM2	BIRC5	9606.ENSP00000353770	9606.ENSP00000301633	0	0	0	0	0.758	0	0	0.584	0.895
RRM2	FOXM1	9606.ENSP00000353770	9606.ENSP00000342307	0	0	0	0	0.681	0	0	0.505	0.835
RRM2	HMMR	9606.ENSP00000353770	9606.ENSP00000377492	0	0	0	0	0.681	0.049	0	0.414	0.807
RRM2	UHRF1	9606.ENSP00000353770	9606.ENSP00000479617	0	0	0	0	0.785	0	0	0.329	0.850
RRM2	ASPM	9606.ENSP00000353770	9606.ENSP00000356379	0	0	0	0	0.626	0	0	0.627	0.854
RRM2	HJURP	9606.ENSP00000353770	9606.ENSP00000414109	0	0	0	0	0.706	0	0	0.564	0.866
RRM2	KIF4A	9606.ENSP00000353770	9606.ENSP00000363524	0	0	0	0	0.804	0	0	0.642	0.927
RRM2	PBK	9606.ENSP00000353770	9606.ENSP00000428489	0	0	0	0	0.783	0	0	0.690	0.930
RRM2	KIF20A	9606.ENSP00000353770	9606.ENSP00000378356	0	0	0	0	0.814	0	0	0.665	0.935
RRM2	CEP55	9606.ENSP00000353770	9606.ENSP00000360540	0	0	0	0	0.801	0	0	0.739	0.945
RRM2	NUSAP1	9606.ENSP00000353770	9606.ENSP00000499238	0	0	0	0	0.815	0	0	0.747	0.951
RRM2	TOP2A	9606.ENSP00000353770	9606.ENSP00000411532	0	0.035	0	0	0.807	0	0	0.785	0.956
RRM2	CDK1	9606.ENSP00000353770	9606.ENSP00000378699	0	0	0	0	0.819	0.292	0	0.808	0.973
SERPINH1	COL1A1	9606.ENSP00000434412	9606.ENSP00000225964	0	0	0	0	0.419	0.126	0.500	0.727	0.921
SERPINH1	COL1A2	9606.ENSP00000434412	9606.ENSP00000297268	0	0	0	0	0.300	0.094	0.500	0.664	0.879
SERPINH1	COL3A1	9606.ENSP00000434412	9606.ENSP00000304408	0	0	0	0	0.330	0.094	0.500	0.642	0.876
SERPINH1	FKBP10	9606.ENSP00000434412	9606.ENSP00000317232	0	0	0	0	0.412	0	0	0.914	0.947
SERPINH1	COL4A2	9606.ENSP00000434412	9606.ENSP00000353654	0	0	0	0	0.342	0.185	0.500	0.607	0.880
SERPINH1	COL4A1	9606.ENSP00000434412	9606.ENSP00000364979	0	0	0	0	0.326	0.098	0.500	0.471	0.818
TACC3	NDC80	9606.ENSP00000326550	9606.ENSP00000261597	0	0	0	0	0.677	0.068	0	0.248	0.754
TACC3	MELK	9606.ENSP00000326550	9606.ENSP00000298048	0	0	0	0	0.646	0.131	0	0.166	0.721
TACC3	BIRC5	9606.ENSP00000326550	9606.ENSP00000301633	0	0	0	0	0.620	0.049	0	0.302	0.725
TACC3	PBK	9606.ENSP00000326550	9606.ENSP00000428489	0	0	0	0	0.522	0.084	0	0.424	0.726
TACC3	CDK1	9606.ENSP00000326550	9606.ENSP00000378699	0	0	0	0	0.453	0.108	0	0.590	0.782
TACC3	KIF20A	9606.ENSP00000326550	9606.ENSP00000378356	0	0	0	0	0.683	0.046	0	0.351	0.787
TACC3	CEP55	9606.ENSP00000326550	9606.ENSP00000360540	0	0	0	0	0.359	0.595	0	0.482	0.853
TOP2A	H4C6	9606.ENSP00000411532	9606.ENSP00000244537	0	0	0	0	0.049	0.630	0	0.306	0.734
TOP2A	NCAPG	9606.ENSP00000411532	9606.ENSP00000251496	0	0	0	0	0.850	0.088	0	0.780	0.967
TOP2A	NDC80	9606.ENSP00000411532	9606.ENSP00000261597	0	0	0	0	0.833	0.094	0	0.245	0.876
TOP2A	CCNB2	9606.ENSP00000411532	9606.ENSP00000288207	0	0	0	0	0.875	0.052	0	0.809	0.975
TOP2A	MELK	9606.ENSP00000411532	9606.ENSP00000298048	0	0	0	0	0.835	0	0	0.740	0.955
TOP2A	BIRC5	9606.ENSP00000411532	9606.ENSP00000301633	0	0	0	0	0.868	0	0	0.828	0.976
TOP2A	CDCA2	9606.ENSP00000411532	9606.ENSP00000328228	0	0	0	0	0.707	0	0	0.310	0.789
TOP2A	FOXM1	9606.ENSP00000411532	9606.ENSP00000342307	0	0	0	0	0.665	0.292	0	0.718	0.927
TOP2A	RRM2	9606.ENSP00000411532	9606.ENSP00000353770	0	0.035	0	0	0.807	0	0	0.785	0.956
TOP2A	KIF14	9606.ENSP00000411532	9606.ENSP00000356319	0	0	0	0	0.786	0.292	0	0.557	0.927
TOP2A	ASPM	9606.ENSP00000411532	9606.ENSP00000356379	0	0	0	0	0.983	0	0	0.804	0.996
TOP2A	CEP55	9606.ENSP00000411532	9606.ENSP00000360540	0	0	0	0	0.829	0	0	0.596	0.928
TOP2A	KIF4A	9606.ENSP00000411532	9606.ENSP00000363524	0	0	0	0	0.825	0	0	0.537	0.915
TOP2A	HMMR	9606.ENSP00000411532	9606.ENSP00000377492	0	0	0	0	0.798	0.046	0	0.534	0.902
TOP2A	HELLS	9606.ENSP00000411532	9606.ENSP00000377601	0	0	0	0	0.578	0.130	0	0.347	0.739
TOP2A	KIF20A	9606.ENSP00000411532	9606.ENSP00000378356	0	0	0	0	0.866	0.292	0	0.750	0.974
TOP2A	CDK1	9606.ENSP00000411532	9606.ENSP00000378699	0	0	0	0	0.960	0.053	0	0.943	0.997
TOP2A	UHRF1	9606.ENSP00000411532	9606.ENSP00000479617	0	0	0	0	0.509	0.301	0	0.613	0.855
TOP2A	HJURP	9606.ENSP00000411532	9606.ENSP00000414109	0	0	0	0	0.854	0	0	0.417	0.911
TOP2A	PBK	9606.ENSP00000411532	9606.ENSP00000428489	0	0	0	0	0.839	0	0	0.753	0.958
TOP2A	NUSAP1	9606.ENSP00000411532	9606.ENSP00000499238	0	0	0	0	0.999	0	0	0.795	0.999
